,State,District,Latitude,Longitude,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Ownership_Owned_Households,Ownership_Rented_Households,Household_size_1_to_2_persons,Household_size_3_to_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_and_above,Sex Ratio
72,Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,4801062,2527497,2273565,2509232,1487117,1022115,751975,393135,358840,5979,3124,2855,1547586,1195308,352278,4032773,745546,5149,933,288,382,98,15893,87796,180651,10290,73012,998694,120700,1119394,1092952,743623,419433,299475,194920,138916,14475,2903794,1924438,4828232,3016735,1079189,697108,8030,911967,22474,126489,459200,297357,64817,900.0
73,Bihar,Nalanda,25.229345508982053,85.48053113772461,2877653,1497060,1380593,1519933,919558,600375,607672,315240,292432,1442,728,714,1045420,703405,342015,2669775,198033,1978,393,414,561,64,6435,43761,101378,4156,43848,514141,102522,616663,581978,486266,320839,274556,177358,133032,11159,1985188,1324385,3309573,1829128,642197,403129,3199,464186,17540,43622,191481,175870,76349,922.0
74,Bihar,Nawada,24.825708836206903,85.61594568965519,2219146,1144668,1074478,1091012,659474,431538,565112,290050,275062,2045,997,1048,817041,539439,277602,1964620,244394,1299,250,176,279,80,8048,20522,31162,1841,28411,379551,45323,424874,601011,368649,195072,161127,95943,64585,3130,1489517,1091439,2580956,1440781,485628,288805,3932,336216,7706,24839,117974,132750,71186,939.0
75,Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,3935042,2061110,1873932,1759481,1091226,668255,553944,289191,264753,250046,127680,122366,1478947,999282,479665,3047427,865090,8469,926,1337,296,1895,9602,38414,57546,3495,41143,839514,96620,936134,1053481,543965,250243,159563,98732,70669,6035,2182688,1710878,3893566,2544205,888205,497793,4839,694531,7910,84988,299420,249111,74546,909.0
76,Bihar,Patna,25.40297114503818,85.3198433587787,5838465,3078512,2759953,3459679,2028047,1431632,920918,482088,438830,9069,4717,4352,1881886,1436411,445475,5356075,439952,12551,4803,1062,2151,203,21668,321307,546859,40692,132582,657991,552103,1210094,1244842,1095655,920051,698351,463361,452340,46126,4920726,2590473,7511199,3626564,1382654,815638,13609,829728,104162,78118,411646,328240,139437,897.0
77,Bihar,Purba Champaran,26.68129336734693,85.00382155612242,5099371,2681209,2418162,2276957,1407603,869354,649726,340363,309363,12461,6454,6007,1737539,1260774,476765,4086453,990349,4865,668,878,464,104,15590,52358,74979,7719,70258,1142260,101565,1243825,1280809,982506,450631,241118,121594,68781,5149,3150588,2142757,5293345,3316422,1122340,648009,12600,967001,9489,130391,447128,329859,76925,902.0
78,Bihar,Purnia,25.81714801901739,87.40447606973065,3264619,1699370,1565249,1332326,805261,527065,390991,203201,187790,139490,71391,68099,1143318,803275,340043,1989420,1255641,7989,614,353,1450,650,8502,33688,86058,4170,33664,712847,85749,798596,668690,360243,184327,119259,83226,59996,11116,1486857,1798786,3285643,2155512,696556,372692,39859,624039,8720,92221,304012,205154,39326,921.0
79,Bihar,Rohtas,24.99170460829495,83.9350762672811,2959918,1543546,1416372,1799832,1061783,738049,549546,286596,262950,31650,16399,15251,924879,707939,216940,2645415,300487,2889,2569,1584,252,537,6185,41659,114893,4594,36279,512383,95678,608061,535187,548971,399053,333053,194928,161555,16006,2188753,876443,3065196,1875174,673742,407193,3809,433720,15995,35246,166203,166881,87548,918.0
80,Bihar,Saharsa,25.821270696721303,86.54670819672135,1900661,997174,903487,804996,506374,298622,317249,164518,152731,6009,3101,2908,649898,456724,193174,1629254,266620,1292,197,60,109,8,3121,21651,41342,1668,19415,432651,38046,470697,348300,194897,104182,90182,64560,47051,6016,855188,1151349,2006537,1249692,415863,233870,1236,359161,5426,44773,179102,122491,21846,906.0
81,Bihar,Samastipur,25.793205563909765,85.94833323308269,4261566,2230003,2031563,2142880,1293575,849305,803128,417944,385184,1884,975,909,1343400,1037576,305824,3800598,452370,2126,554,292,231,112,5283,46123,88021,5379,50918,1012979,43486,1056465,781038,710468,438908,284082,186153,129933,19126,2549708,1996651,4546359,2766930,913339,568812,12485,829443,10874,113891,404835,274280,57347,911.0
82,Bihar,Saran,25.89656077844312,84.82266287425155,3951862,2022821,1929041,2157454,1285767,871687,474066,242976,231090,36786,18322,18464,1040231,857660,182571,3534772,406449,2330,371,229,322,107,7282,51822,94787,4509,37442,701323,76299,777622,793945,693465,433759,361171,213251,148065,9848,2653504,1313700,3967204,2516115,847031,585386,3330,628222,8764,52247,226877,238266,124352,954.0
83,Bihar,Sheikhpura,25.12472436548223,85.77839390862943,636342,329743,306599,328676,196431,132245,131115,67582,63533,617,305,312,224655,151569,73086,596102,37653,313,75,41,43,31,2084,6803,20065,631,8873,108293,24345,132638,129673,110525,59529,52860,33856,19676,3399,409518,305609,715127,413475,136898,85045,924,100345,2119,8345,36901,39065,19437,930.0
84,Bihar,Sheohar,26.458380748663107,85.29539411764709,656246,346673,309573,283698,171645,112053,96655,51089,45566,318,177,141,216372,166693,49679,552492,99342,522,216,73,52,44,3505,3983,10004,478,6698,158484,7516,166000,128209,91277,37063,25657,16031,10091,661,308989,348078,657067,421241,139909,93398,1698,147280,830,33670,71746,39484,3989,893.0
85,Bihar,Sitamarhi,26.56570069686413,85.61172491289203,3423574,1803252,1620322,1436794,885188,551606,405714,213624,192090,2989,1585,1404,1114583,865929,248654,2672311,740101,2897,261,253,188,20,7543,39465,66263,3460,42461,807294,49670,856964,733380,394422,196321,136500,92783,70549,11936,1635891,1852765,3488656,2206340,739982,449035,28217,720630,6856,137053,357069,210775,28186,899.0
86,Bihar,Siwan,26.1736372013652,84.33766552901022,3330464,1675090,1655374,1930175,1115906,814269,386685,195965,190720,87000,43472,43528,932416,730396,202020,2712635,608282,2618,369,407,359,86,5708,42384,52935,3834,37833,632514,41858,674372,689880,612635,445257,355277,186817,119164,12091,2421121,1207119,3628240,2115448,713597,498299,3120,535085,6347,42432,191273,203685,107489,988.0
87,Bihar,Supaul,26.28157893772896,86.78496465201461,2229076,1155283,1073793,1033283,647672,385611,354249,182545,171704,10168,5242,4926,877682,551718,325964,1809936,409251,3758,271,136,546,42,5136,12111,51028,1845,25078,572287,27815,600102,467768,269737,157787,99530,69665,45726,5850,1116063,1220268,2336331,1453438,495020,277610,3008,430158,5069,53895,223470,141160,22279,929.0
88,Bihar,Vaishali,25.8134703180212,85.39247597173153,3495021,1844535,1650486,1926740,1152576,774164,738031,387827,350204,2274,1232,1042,1060344,858648,201696,3152346,333980,2203,707,362,246,71,5106,47300,70001,4810,39564,699317,51494,750811,810191,487594,370247,291392,178320,124448,9094,2271286,1479152,3750438,2176701,759132,486032,73156,620927,6879,61912,285265,217871,67578,895.0
89,Chandigarh,Chandigarh,30.7426,76.75872465753424,1055450,580663,474787,805438,465346,340092,199086,106356,92730,0,0,0,404136,328159,75977,852574,51447,8720,138329,1160,1960,246,1014,168344,231204,44283,78113,8911,289456,298367,80406,118667,114209,124707,98786,174528,20188,731491,184265,915756,602411,303748,148945,346,112043,110377,39616,144460,43001,7984,818.0
90,Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,1413199,698487,714712,650863,382335,268528,37963,18815,19148,931780,456841,474939,726531,404364,322167,1277975,12413,27951,2099,985,3466,86925,1385,22075,157646,1782,9042,316425,54894,371319,183667,178766,139330,60936,57413,32895,3227,656234,729550,1385784,864272,358157,189569,1201,287405,13252,54310,161211,81784,9502,1023.0
91,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,381956,192764,189192,287620,155599,132021,98989,50271,48718,10693,5485,5208,205871,111543,94328,371973,6984,236,2387,113,10,7,246,17262,79146,1574,6281,152458,11987,164445,35817,59489,53515,64730,45695,25474,3241,287961,65864,353825,193671,107367,80497,421,75560,4092,10504,46905,18706,4338,981.0
92,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,2663629,1351574,1312055,1596560,932474,664086,552992,281221,271771,498469,248172,250297,1203197,715467,487730,2540763,57973,20745,6373,2979,2357,29122,3317,77727,519704,8566,30892,549632,188174,737806,382091,407692,337793,189296,152838,134637,19654,1624001,943112,2567113,1625484,655032,380114,2999,561313,37623,121345,321189,148587,24774,971.0
93,Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,799781,397897,401884,546833,303924,242909,58581,28887,29694,207633,102058,105575,402895,226382,176513,777188,10425,2644,1196,667,3612,3685,364,14568,148926,1016,4804,168689,41792,210481,143128,148544,120146,65196,58875,31319,5096,572304,214637,786941,461125,213021,125429,206,156006,6283,27166,92059,40160,8893,1010.0
94,Chhattisgarh,Durg,21.194463849287164,81.33181639511197,3343872,1682101,1661771,2303378,1284612,1018766,458040,229067,228973,397416,196008,201408,1496805,921729,575076,3129745,83499,24304,24276,19587,17209,42569,2683,129193,614109,16141,51289,533448,349741,883189,463598,573291,497668,309508,286244,202424,30555,2363288,823501,3186789,1919832,898241,523656,2143,582952,74863,103268,375703,172192,41838,988.0
95,Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,851669,424747,426922,495415,280656,214759,48844,24317,24527,530378,262731,267647,487360,263645,223715,629509,15336,189588,474,467,694,14835,766,6628,76783,567,5755,205670,20722,226392,120768,137681,127299,64188,50562,26161,3166,529825,328438,858263,488965,214455,148100,149,179774,7347,34107,99333,50726,6361,1005.0
96,Chhattisgarh,Korba,22.491712499999995,82.57604326923074,1206640,612915,593725,748759,433391,315368,124679,63446,61233,493559,246323,247236,521186,333329,187857,1133176,30195,21059,3666,897,753,15649,1245,43357,202380,4544,18004,206598,126055,332653,178191,188303,168387,89167,83166,61215,11792,780221,410186,1190407,729708,309479,166959,494,232642,29297,55218,153186,61531,7136,969.0
97,Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,658917,334737,324180,397823,229923,167900,54776,27682,27094,304280,152659,151621,307071,185483,121588,604259,25878,9398,1391,84,1155,15474,1278,25605,80023,1667,7609,121852,59763,181615,143413,109639,87969,47127,38677,26802,4134,457761,179639,637400,399581,165022,94073,241,124298,17842,31952,81771,34136,4216,968.0
98,Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,1032754,511967,520787,637963,364089,273874,139581,68968,70613,279896,137339,142557,499260,291858,207402,1008061,12570,5284,2941,521,1495,1417,465,13200,212487,961,5614,274793,35774,310567,179770,194739,152183,78583,57949,33357,5951,702532,384764,1087296,582544,272009,177826,375,241908,7773,55394,143728,50550,6832,1017.0
99,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,1493984,750278,743706,951639,542756,408883,224942,112111,112831,505609,250473,255136,690167,429211,260956,1422986,17332,47653,2117,781,409,1782,924,27771,297308,3342,13857,354278,66638,420916,246480,260661,210964,130700,93340,66358,8804,1017307,460166,1477473,841958,398257,253488,281,331942,19805,85832,200941,67366,7525,991.0
100,Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,2634200,1344345,1289855,1939994,1059692,880302,134952,67980,66972,305125,153657,151468,1072969,753843,319126,2239370,227465,17452,7477,121791,12260,1159,7226,328277,547206,38570,96301,581868,377160,959028,231263,407662,335886,441072,221410,204507,19940,1861740,482420,2344160,1414154,748339,462741,8966,463109,119513,100690,362797,109995,23032,959.0
101,Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,4063872,2048186,2015686,2629749,1493158,1136591,724250,362284,361966,476446,235271,241175,1757664,1099964,657700,3881485,103038,23181,16707,8397,17137,10680,3247,166505,728556,20261,59523,673499,395001,1068500,618508,664470,552373,313247,267265,227382,31483,2674728,1247434,3922162,2454299,1038155,560184,11234,739497,86940,142329,462395,209786,46557,984.0
102,Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,2359886,1193129,1166757,1187941,694686,493255,115652,58281,57371,1300628,652799,647829,1155807,649888,505919,2126195,81442,97432,2303,1287,623,48295,2309,29433,253131,2737,18983,525596,65167,590763,364452,338509,281260,135374,105992,64607,9524,1299718,991866,2291584,1441436,561915,355077,1458,492651,18701,100529,270986,135326,13725,978.0
103,Daman and Diu,Daman,20.431616666666677,72.8392366071429,191173,124659,66514,150348,104316,46032,4262,2224,2038,15240,7702,7538,105521,94502,11019,171537,16087,2618,169,216,244,79,223,25844,49249,1316,4543,10006,61073,71079,8957,28094,30406,26991,14170,9128,1995,119741,20641,140382,122589,52868,15428,288,14722,33493,11608,30398,6389,1297,534.0
104,Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,2743082,1404356,1338726,1842818,1046981,795837,265793,136319,129474,55571,28463,27108,1123709,801859,321850,2397056,334858,2586,1110,1291,3841,77,2263,144561,498326,6628,26991,489237,287506,776743,271762,700258,294811,311849,137505,139957,30127,1886269,669022,2555291,1527888,749156,461650,4388,457405,57119,58186,276859,151329,40300,953.0
105,Goa,North Goa,15.548723418714054,73.80667997909038,818008,416677,401331,663060,351738,311322,17606,8712,8894,56606,27824,28782,327658,239125,88533,622213,57941,134169,618,553,546,166,1802,132612,173951,23440,56266,115859,209230,325089,40968,101521,148792,153887,87513,86781,16601,636063,99538,735601,380926,260533,175035,1514,145651,26362,29113,114062,28595,7315,963.0
106,Goa,South Goa,15.195278658183785,73.941792596877,640537,322463,318074,502427,264085,238342,7843,3915,3928,92669,45124,47545,249590,180411,69179,341664,63623,231961,855,542,563,92,1237,102191,138810,17624,44299,88620,162873,251493,29874,73039,119869,108989,64786,57460,9579,463596,88577,552173,314480,194872,130605,580,108881,29829,24211,90673,23123,5721,986.0
107,Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,7214225,3788051,3426174,5435760,3025463,2410297,759483,399075,360408,89138,47106,42032,2594952,2127547,467405,6042416,883238,50754,14542,4518,209287,2055,7415,965017,1456046,126341,273651,353169,1845383,2198552,761358,1614370,805199,1135058,549188,839295,100831,5805299,1129562,6934861,3952858,2043895,1198152,19320,1193694,269205,182733,880951,349856,81116,904.0
108,Gujarat,Amreli,21.04832649310872,71.43457637825426,1514190,771049,743141,995459,558180,437279,132915,68518,64397,7322,3856,3466,657139,453642,203497,1410463,99105,919,415,243,2053,40,952,80378,273331,2538,12765,313714,116899,430613,230474,412251,120625,149478,66785,50999,8582,1039194,380595,1419789,836343,389892,282409,5546,265928,21529,40657,138082,94707,20625,964.0
109,Gujarat,Anand,22.282718206229863,72.57782051557454,2092745,1087224,1005521,1551253,874481,676772,104465,54476,49989,24824,12761,12063,844794,627561,217233,1798794,250919,29789,1524,267,8591,142,2719,147122,378310,9902,32523,413078,208909,621987,257524,560542,229013,283571,127459,110351,20487,1588947,360506,1949453,1134962,585093,366419,6271,379759,31488,58103,231623,110412,27026,925.0
110,Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,3120506,1610379,1510127,1704923,1048402,656521,327460,169288,158172,284155,144355,139800,1248600,836268,412332,2890305,213505,1686,486,281,12659,83,1501,84832,396873,3424,23149,666773,137424,804197,366867,859436,159433,226765,105372,66950,14451,1799274,1207376,3006650,1984701,738412,394793,2600,515862,33035,45844,260512,207431,47341,938.0
111,Gujarat,Bharuch,21.75787276237761,72.67326346710801,1551019,805707,745312,1118276,623047,495229,62235,31979,30256,488194,250398,237796,627124,468919,158205,1188204,343511,9494,1733,442,4813,342,2480,121542,309091,10257,29531,300677,181319,481996,161675,367060,164765,188539,83895,74380,16036,1056350,273829,1330179,844298,442523,254728,9470,279792,44555,50563,190910,76472,17153,925.0
112,Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,2880365,1490201,1390164,1887255,1087371,799884,157034,80827,76207,9110,4751,4359,1150632,838781,311851,2632574,212863,3457,1410,445,26974,127,2515,171327,500757,7297,28925,387251,356826,744077,422461,929286,266953,281250,96241,93391,13946,2103528,508664,2612192,1708938,720241,445121,6065,467094,61608,65453,253095,177277,46639,933.0
113,Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,1391753,723864,667889,1030494,582686,447808,108608,56919,51689,18204,9711,8493,534976,408075,126901,1319586,57273,3237,1985,497,6405,82,2688,132683,262539,12107,33662,237624,195634,433258,136131,363156,133594,196456,95730,108400,16088,1049555,246993,1296548,769329,391862,224886,5676,234873,41902,37516,163534,71905,14245,923.0
114,Gujarat,Jamnagar,22.410600414263328,69.62062005768233,2160119,1114192,1045927,1396534,795140,601394,173895,89597,84298,24187,12415,11772,847440,646822,200618,1810443,320805,4392,1873,1086,18856,136,2528,142974,386538,11573,30384,347158,299167,646325,255785,491009,194057,199634,74029,87523,18573,1320610,502873,1823483,1220598,576319,358455,4747,354786,56645,53108,225160,117869,28199,939.0
115,Gujarat,Junagadh,20.929523011609785,70.54733890140345,2743082,1404356,1338726,1842818,1046981,795837,265793,136319,129474,55571,28463,27108,1123709,801859,321850,2397056,334858,2586,1110,1291,3841,77,2263,144561,498326,6628,26991,489237,287506,776743,271762,700258,294811,311849,137505,139957,30127,1886269,669022,2555291,1527888,749156,461650,4388,457405,57119,58186,276859,151329,40300,953.0
